score,star_num,help_num,review_content
5.5,1,4,THIS APP SEEMS TO BE FALLING APART - WHEN IS A FIX BEING RELEASED ? BUG - App has a lot of crashes when deleting email. BUG - App displays multiple email items on top of each other after tagging multiple emails. BUG - SERVER DELETIONS FAILS !!!!!!!!!
5.45,1,5,"Too much options not universal. Don't need the extensive list of options per email with poor defaults. Got 12 emails, don't need hundreds of options needing changed. Let me set one default preset that all emails will adopt by default, just set a button to set email to default preset, then people can change few things they want to change, but make most their setting set to defaults they want easily"
5.45,1,5,"Used to be better than google spyware Used to be great, but... Since the devs stopped listening to users it has become useless if you use ssl self signed certs on SUPPORTED operating systems. Devs say it is insecure. Thats MY problem, not theirs. Now have to find something that WORKS instead of this now useless piece of junk."
5.45,1,5,"My favorite email client for years, but it's awkward and full of annoying little bugs. And, no, I don't want to spend hours navigating your user UN-friendly site just to try to report this. I tried that. It's a huge waste of time. Samsung galaxy s6"
5.45,2,9,"Worked great for quite a while, but now doesn't work at all. Can't figure out what I need to change to try to make it work right, and simply don't have hours and hours of time to waste. Very sad :("
5.45,2,9,Syncing Disabled bug is back with nougat and makes the app unusable to monitor email. Don't rely on k9 mail if you are expecting something important.
5.449999999999999,2,3,"Set up still a mess! 2017 UPDATE (original review 2013) - For approx' 5 years I've used K9 as my main email client. The setup is still a problem, complete hit or miss. Hours are spent on forums trying to find the correct settings for accounts to work correctly. The auto settings used by the app simply do not access accounts (Yahoo!) correctly. The best app ONCE SETUP, but setup really makes this awful."
5.449999999999999,2,3,"I really like this app and have used it for years, however the recent update stopped clearing notifications when emails are deleted.  Small, but annoying.  Also, images now take forever to load regardless of connection speed or type."
5.4,1,0,"Can't get it to work I've been trying to get this to work for a client as well as for myself. I'm trying it on two different email servers with two different accounts. Neither work. These are both Exchange 2010 servers. The error message doesn't lead me in any useful direction. It just doesn't work. If I go ahead and add the account then its impossible to figure out how to adjust the settings afterwards. I just have to delete the account and start over. Again, it never worked on either account. The only plus side is it was free."
5.4,2,4,"Barry Not ready for prime time. No PUSH for Yahoo email. Chokes on big folders. No way to attach serious file like PDF or DOC. Only silly things like pictures. (Now found that it will work with a 3rd party file mgr for other attachments.) Has much potential in the way it is configurable, but does not work well, is extremely slow and gets stuck on polling and loading. Also, when trying to slide an attachment for better viewing, will go to next msg. Extremely annoying. Doesnt access existing group lists of contacts"
5.4,1,0,Used to be great but not good lately I have used this app for my email for years and it was really good until a few months ago.  Since then the performance has been terrible and it crashed multiple times per day.  Even doing something as simple as opening an email.  This week it has stopped showing new emails.  I get notifications that I have new email but when I open the app the newest message in my inbox is from 5 days ago.  Please fix these issues or I will have to continue using another app.
5.4,1,0,"Terrible update This newest version sacrifices speed and features for...a better look, maybe? I don't know. It's much slower at displaying email, and the number of options available on one touch has been reduced. Sure, I can still move email around, but it's multi-click- why do I want that on a phone? Beats me. Someone on the dev team though ""good looks"" should beat out ""works great"". I'll be shopping for another email program. This is the first time I've 1-starred an app I previously loved."
5.4,1,0,"Seems latest update ruined it I've used this app for months to replace the crappy stock mail app on my Galaxy S5 without an issue. After speaking with clients later in the day today, I realized none of the emails sent this morning were sent. They were all hanging out in my outbox folder! After multiple attempts at resolving the problem, I gave up and defaulted to using my Gmail to send my messages. Thanks for the update that made me blow my productive work day!"
5.4,1,0,"Latest Update Trashed My Email The latest update completely deleted all local email, including mail I've sent from my phone that exists nowhere else, AND emptied two of the corresponding POP3 inboxes on the server, so all that mail is lost.  This is too severe of a fail for me to continue using this app.  Even if they do find and correct the problem, I can never trust updating in the future as I'll always be afraid of another epic fail like this.  Such a shame."
5.4,1,0,"AUTH PLAIN failed. Bugs, failiure to get message properly and... Constant AUTH PLAIN failed when sending.  K9 also has a bug where it can partially download a message, just partial headers and then can never get the whole message, the email then appears to be corrupted and listed as 'no subject', and nothing will bring it back. Also, related... k9 can't retrieve attachments over phone data these days. Only WiFi.  Needs fix. Gone crap."
5.4,1,0,"What happened? Worked great on my Kyocera Hydro Vibe with outdated Android. Now with my Moto G3 the app shuts down over and over, reading emails, loading, sending, but mostly switching between email accounts. Really sucka because I've been using K9 for quite some time and it is the best email app there is. Well it WAS until I updated phones. Sad that K9 mail isn't able to handle the upgrade."
5.4,1,0,Can't connect to Gmail / Security problem This app doesn't have the high security protocols to connect to Gmail. You have to set your Google Gmail account to a less secure setting to let this app connect. If you do that anyone and anything can try and access your account without you knowing it. So don't use this app.
5.4,1,0,"Setup not as smart as others I've installed 4 email programs to see which I liked best.  The other 3 required very little info to connect to my Exchange server.  But with this program, I've been unable to connect though I've tried many combinations of settings."
5.4,1,0,Too slow Haven't been to load a single message since the initial install. Shame. This is serious application design flaw. Note: 4 other email client perform this same task in seconds. This app tried for more 5 minutes on several attempts over a 2 week period.
5.4,1,6,"K9 used to be a good app, but now is unreliable (the infamous ""synching disabled"" issue...). Maybe it is a problem from Android and not from K9 but, anyway, as far as I know, there is no solution for this issue so I switched to another app... :-("
5.4,3,14,Starting to get annoyed ... I keep going and changing my settings to delete stuff of the server (pop3) when I delete it here ..... and then the next day (or two) my settings have changed BACK to NOT delete stuff off the server !!!
5.4,1,0,"Needs a ton of work No send, reply, etc. buttons when viewing messages.  Must use three dot menu. Messages show up as read even after viewing then or making them all read.  I have a galaxy nexus."
5.4,2,10,New version is hideous I hate all these ugly colors in the inbox. It looks like the Gmail app. Please go back to previous version. This one sucks. Looking for a new email app asap.
5.4,1,0,"Hate the update I've been using this app for many years & since this last update, nothing but issues. I also just got a new phone & can't even set it without an error!"
5.35,1,7,Why does the app need camera permissions? What is the connection between camera and VPN?
5.35,1,1,"Has never worked on my rooted S3 4.1.1 I could never get this app to push my Yahoo emails. I've tried rebooting and reinstalling. I've tried pushing all folders and only 10 folders. I've tried setting folder classes to 1st class and pushing only those. I've tried every idle time between 24 minutes and 1 minute. I first got this app 6 months ago and it never worked. I held on to it, hoping for a magical update. Today is 12/8/13 and I'm uninstalling it. According to Google, many users are suffering from this same problem."
5.35,1,1,"I have used this app for several years because Verizon quit email and Internet services, and wanted to keep my email address. This week K-9 stopped working again, so I uninstalled and reinstalled it. It now doesn't recognize POP3 server. K-9 has quit working still again and won't accept either the incoming OR outgoing email settings. Please help if you can. Otherwise, I wish there was another similar app that I could switch to. For now, I have no email app and am not getting email. Thank you."
5.35,1,1,"Once an excellent mail app for IMAP connectivity.  Highly configurable, yet simplistic - until Android 7.  Even with Doze / Power Saving exempted or disabled, K-9 no longer reliably refreshes email.  They've had months to resolve this but apparently don't see it as a widespread issue.  There was a bug opener against it but it was ""locked"" with the notion that it's Android's fault.  Considering many other email clients have and continue to function, this is simply untrue."
5.35,2,5,"Doesn't support PGP/MIME Would be great for receiving GnuPG-encrypted mail, but it supports only inline PGP messages, which are widely discouraged and which most email programs don't do by default.  It's too much of a hassle to ask everyone sending you email to change the settings on their end to use inline instead of MIME just so you can read your email on your Android device."
5.35,1,1,"Nice when it works, but too often doesn't Too bad - although not perfect feature wise, nice progress in the right direction f(seems to lack grouping options).  BUT too often doesn't work.  Out of 4 days since installing, K9M has been not working 2 of the 4. (During this time the std Google mail app did work - fortunately).  Promising - once the bug(s) are ironed out."
5.35,1,1,"I just installed the latest version of K9Mail and am not impressed. I tried to create an account and it failed, for to an authentication error. The account I tried to configure was a Gmail and apparently Google was complaining because K9Mail still isn't using proper authentication methods. This bug has been around several years now and still not fixed!"
5.35,1,1,"Crashes frequently, very slow I used to love this app but frankly now, it sucks. It constantly freezes, it's slow to get things done, even simple things like marking all as read takes ages to perform and sometimes freezes the whole app. This app has become cumbersome and an annoyance and it's with regret that I have to look for something else."
5.35,1,1,"was great if weird, now unspeakably awful Latest version has minute long load times, crashes as it appears unable to multitask, loses outgoing email etc. Worthless.  Do not install  Older versions worked ok though the menu design was a little bizarre. The update and re architecture has totally ruined the product   LG intuition"
5.35,1,1,"Is thIs App going to get fixed anytime soon?? K9 App has worked great for years and suddenly all I get is a ""unfortunately k9 mail has stopped working"" error message that repeats every few seconds on galaxy s5 that I have to force stop.  From reading comments there is obviously a major problem that needs immediate attention"
5.35,1,1,"Used to be great - Stay AWAY! Great for years.  Now can't read email, all folders have Command: *sensitive* error message.  Lots of problems lately w gmail, so betting it is a K-9 / Google problem. Need to stay away from app until fixed. Not being able to read email on the go from any gmail accounts is a real problem."
5.35,1,1,Why is everyone so happy? I don't get why everyone likes it. My emails aren't syncing. I have to go in and refresh if I want to get emails. Plus I dont know when emails come in because it doesn't show up in the status bar. I don't see that in the settings either. I wouldn't use this app. Uninstall
5.35,2,5,"Been using this app for years and have loved it until this latest update. It's takes forever to check/download emails, locks up when searching and it drains my battery like crazy. Never had an issue before this update. Running in Galaxy Note 5"
5.35,1,7,It was wonderful until Android 6. Now sync not longer functions and the developer has not put the effort in to fix it (though other mail apps have). No longer recommended.
5.3,1,2,You ruined this app I've been using K-9 for years and loved it.  Unfortunately the latest releases (5.1 and up) are so full of bugs and annoying/unnecessary UI changes that it's become unusable.  I don't know what new programmers or philosophy you now have but you've managed to take what was probably the best Android email client and destroyed it. Luckily I was able to downgrade to an older version and will use it for the time being until I have to find something else.  For those out there who haven't upgraded yet DON'T!
5.3,1,2,"I am trying K-9 Mail for the first time as the developer of Open Keychain s h ows it as a suggested app. I must say I am disgusted that even though I have my key associated with the K-9 app, I am unable to send a signed and encrypted email to my ProtonMail account. My ProtonMail is 4096-bit encrypted and my OpenKeychain PGP key (associated to K-9) is also 4096-bit. So why the popup saying it cannot be encrypted due to one or more recipients...? Fix this or I will be right back to K@Mail!"
5.3,1,2,"Won't display emails on Nexus 5 At first, I couldn't read any emails that were plain text. Then I got an update after having used my Nexus 5 for like 2 hours and it worked. Now it's not working again and it's even worse. Now it won't display any emails."
5.3,2,6,"Used to be great Often doesn't send mail, gives me a fail to send error, I've switch to using my browser which is what I used to on my laptop before it died. I'm out of work and need something reliable."
5.3,1,2,"Used to be good... Any time I try and add a new gmail account, it crashes right after checking incoming server settings. Tried reinstalling and now I can't even set up ONE account!"
5.3,1,2,Used to be good. But for last few months keeps going to a sync disabled mode and don't get emails unless I manually sync. This happens on multiple devices i use.
5.3,1,2,Since last update its all gone wrong... Email doesn't show up altho notification shows I have 22 new emails...please sort this out
5.3,1,2,"Not working well after update Had been great, now slow. Fails to connect and send mail... then will later send."
5.3,1,2,Bad update. Notification always wrong. Always says 4 new messages even when there is only 1.
5.3,1,8,I still absolutely HATE the new icon!!! It's a black mark on an otherwise great app.
5.25,3,11,Works with wi-fi but tends to fail to connect via 4G. Needs an in-depth and easy to understand set of instructions and set-up guide for people unfamiliar with ShadowSocks.
5.25,1,3,"Timed Out - every time Every time I tried to download a short Mp4 it failed. Had to use another VPN with a similar good rating, which works."
5.25,2,1,"Looks Promising, No Good Yet Though As with many programs about today, for all systems not just mobile devices, the idea looks good and some of the basics look great. Beyond that important features seem to not get looked at and the community tends to stop fixing and keep adding more broken features.   There are several issues which make this unusable, it won't open attachments, it corrupts attachments when forwarding mail, Bcc doesn't work properly and that is as far as I've got so far, I only sent 10 mails, 9 of which were test mails.  I like the features, even though they don't work. The reason I installed K9 was because HTC mail doesn't do what I want it to so I have a choice, use HTC mail and not have any of the features I want or use K9 and have the features but accept the fact that none of them work and it could all come crashing down at any moment. I use my email a lot for work, I would happily pay for a working version of K9, same as I would happily pay for a working version of many free but not quite working programs\apps.  I'll keep an eye on this, but like many other programs and apps I have used\installed in the past, I doubt anything will happen in the next 10 Years."
5.25,2,1,"Clean and quick. But bug-ridden. To test K-9 I added only my Exchange (WebDav) account. Connection was flawless, and data was read fast. I went to the Unified Inbox and there was my Exchange email. I started to explore, and went into the inbox for the Exchange account. At this point, the messages were downloaded again. Returning to the Unified Inbox, all of the messages were duplicated--two of each. I checked the folder list under the Exchange account and there are two inboxes listed. Why? I uninstalled and reinstalled... messages get duplicated in the same folder. It's ridiculous. Then I added another account, used the ""move up"" option to rearrange the accounts in the list, and it *duplicated* the account!"
5.25,3,5,"UPDATE: It's been my favorite mail client for years, it usually just works once you've set up everything. Perfect for IMAP. Though, with Android 6 you have to manually exclude K-9 from battery optimization, else it will stop receiving new mails. However: Ever since a recent major update, they changed parts of the GUI. In message view, attachments are now displayed at the very bottom. You have to scroll aaaaaaall the way down to even notice attachments. So easy to overlook, and to accidentally delete a billing mail because the first few lines looked like every other spam email. What were they thinking?? Give us an option to switch this back!"
5.25,2,1,"Good app, but always leaves connections open making it unusable While I liked K-9 for all the features that it has and it's new interface, ultimately my IT department made me and a coworker stop using it because my account always had a ton of IMAP connections left open and it would connect with new ones.    Similar things happen with other emails like gmail.  If I open up logcat, there's always a ton of K-9 messages there about too many simultaneous connections and other random exceptions and null errors.  There are several open bug reports about these issues, so maybe in time this will get fixed."
5.25,2,1,"No search facility. With thousands of Gmails in the list, it's kinda' nice to have a basic string search function - as with most other Email clients I've used to-date.  Links in Emails don't work on my S2 running Ice Cream Sandwich.  Also a bit buggy on occasion, and WiFi disable usually hangs if K9 is open at the same time - needing a phone reboot to recover.  Sadly, despite the better K9 user interface, the default client remains an improvement so I'll  just stick with that."
5.25,1,3,"Bummer! It looks great in the pics, but apparently you need an email to set this up, How stupid! Why do you think I'm looking at email apps?! I need email, duh! 🤦‍♂️ Then it errors about ""Certificates."" Let me know when this works though, it looks like it'd be 5star stuff otherwise"
5.25,2,7,Will not let me set up gmail accounts. Not even using manual setup. Tells me my username or password is wrong; it's not. No problem with setting up yahoo accounts though.  Turned on Allow Access settings in Gmail. but k9 still can't get past the first stage of set up for it
5.25,3,11,"Battery drain I like k9, but it's a major battery drainer on the latest Android. Also according to the reports on the intarwebs I am not alone with that problem. Apparently it does let your phone go to deep sleep (wake lock and/or mobile active)"
5.25,1,3,"Unpredictable Used to really like this app. But it's unreliable. It's failed to send/receive mail twice in the last 4 days. Only uninstall & reinstall fixed it. Now, I have to do it AGAIN."
5.25,1,3,"Keeps stopping Used to be great, but now crashes (stops) several times each day on my new phone. Getting ready to uninstall if not resolved soon."
5.25,1,3,New version does not work Fetches headers but when I open email its empty. Notifications does not route to the app. Not usable in this version.
5.25,1,3,Outgoing mail Fails Frequently outgoing mail's fail ..error 500 or something like that..hours trying no use..It stressed me lot..
5.2,1,4,Can't even log in with my Gmail Email. Continuously tells me that it cannot connect and to change the settings on a computer. Well idk what settings I didn't change 5 times but still not working!
5.2,1,4,"I've used this for years and it was great, but for months now it's had problems with syncing being disabled. I can't wait any longer for someone to decide to fix this."
5.2,3,12,"Flawless until last update...would be 5 stars but: Spam folder disappeared, app stopped receiving new email, and it gives an IO error for the inbox.  Not amused..."
5.2,1,4,Still ... Not working with Exchange Tried to add Exchange account. Error cannot connect to server. IOException.
5.2,1,4,Ever since newest android update sync is disabled most of the time. Randomly will work from time to time.
5.15,1,5,It works beautifully. edit: it's not connecting anymore. what happened? edit: still not working. what a shame
5.15,1,5,It doesn't work.I can't connect to server after once using
5.15,2,3,"Was great but the new update has bugs Love this app and the last update, but now has a new unexpected glitch. When composing a new email then highlighting text to be edited, the Select all, Copy, Paste, WebSearch buttons at the top of screen cannot be seen because they're covered with black.  The buttons are still there, but you have to guess where the button positions are. If you touch the correct button position all works fine, but this needs to be fixed."
5.15,2,3,"I Receive An Error Each Time I Send An Email. I like the app, but I receive an error message saying ""Failed to send some messages"" EVERY time I send an email. I then have to go to the Outbox & press the refresh button a couple of times in order for the email to successfully send. This happens every time I send an email. Every time! Btw, you're getting a lot of negative reviews from users. What gives?"
5.15,2,3,New app design launched July 2013 is awful I have been a K9 email user for over a year and have loved it up until today. The new redesign updated July 2013 is visually awful and generic looking. I also don't like how they are now a limited number of messages that are viewable on my phone screen because of its new layout and spacing format. I'm going to find another email app and uninstall.
5.15,2,3,"Time to move on... Used this for years and loved it.  When I upgraded my phone and put K9 on it, it loaded a newer version... which will not send emails. Checked online & other users have the same issue. I will try K9 again in a few months to see if the issue has been resolved.... I liked it that much."
5.15,2,9,Sync with mail server has become dysfunctional since latest app update. It will start sync and stay stuck in sync mode until I force stop the app and restart it. This has rendered the app useless. Worked great for past 3 years now it's a wreck!
5.15,1,5,doesn't sync on Wi-Fi since android 7. and no way to undelete something from trash. When I use voice to text in the program it duplicates what I'm saying and I have to end up deleting
5.15,3,13,deleted mails is showing double copies at Trash any kind souls using K9 experiencing same with solution? please help
5.15,1,5,Sync problem Of late has been unreliable in fetching mail. Looses sync.
5.1,2,4,"TLDR: Functional, but broken. This is no longer my primary email app, as the sole dev (his choice to refuse any fixes!) has obviously abandoned it. The number of issues that are simply being ignored is getting silly - this is NOT an open source project, just a ""source available"" one. I used to advise anyone that asked to install K9, but can't do that any more. Dropped mails, useless notifications, broken config, stuck outgoing messages, poor code quality (shown by power usage). Now a PoS!"
5.1,1,0,"New version pretty, but dumps features What happened to the spam button?    I also notice that when I do the whole set as spam through multiple menu clicks, it drops back to the previous message, even though I have it set to go to the next message.    Plus I can no longer tell whether I have an email or text message from the icon in the status bar.    On the whole I don't see a point to this release except a useless facelift and feature downgrade."
5.1,3,2,"Doesn't look right on tablet. DISCLAIMER: Google+ should not be needed to review free apps!   I would like to use K9, but I find the lines and fonts for message headers too closely spaced for comfort. Also, during a failed send, there is no way to force the email to resend. This is frustrating and should be a feature.   This makes twice I have tried K9 over the last two years and ended up uninstalling both times. (Once on phone, once on tablet.)"
5.1,1,0,"App is compromised? So I installed the app. And added about 7 or 8 Gmail accounts to it. All for various things. 3 of them had ""suspicious account log in attempts"" that Google prevented. I have not had c any issues w my mail security until now.  And one of the acounts is brand new. Ive emailed one person w ot. They are a friend. I trust them.i cant prove that its the app, but if it feels like, smells like, tastes like...."
5.1,1,0,Really sucks I've been using this for 6 months now. Right away I could never open links in emails. Maybe it was just a setting issue but I could never find a way to change it. I emailed the designers with no response. Now lately it's been notifying me of emails that aren't there. Talk about annoying!!! Every 10 minutes!!  I finally disabled my notifications. I'll be deleting this one soon and finding another email app.
5.1,3,2,"Needs update for modern phones/OS I've used this app since android 1.5 and found it vastly superior to the stock client. Unfortunately, new phones like the Nexus 4 lack a dedicated search button. This means there is no way to access the built in search function in k9 any longer, which really makes this app a lot less useful. I've installed the k9 based (but not free) kaiten mail in order to address this issue."
5.1,1,0,Decent client if you like getting constantly hacked. Have had this on my phone for a few months. The interface is kinda confusing and it can be complicated when you need to change the settings. In the past few months I have been hacked 5 times!! I'm constantly having to change my password. I've never had this much trouble on any other client. Therefore I'm deleting this sooo today.
5.1,1,0,"Illogical For someone who is used to emails on PC this app works in a very strange way, for one thing for some unknown reason it keeps loosing emails from the inbox when checking for new ones I've set it to save all emails but that does,nt work, I'm using a tablet not a phone and have plenty of room, why can't these email apps work the same as normal PC programmes"
5.1,1,0,"Good for reading, bad for writing. Doesn't save drafts body text (just the header). When using the Hacker Keyboard, it'll sometimes exit and send an incomplete email if ctrl is accidentally hit. Used this since the first Android G-1 came out, now it looks like I may need to let it go as it may have cost me potential job offers and clients."
5.1,1,0,"Can't Connect!!! In 20 seconds downloaded and  got Mail Droid to connect and work flawlessly using auto detect settings.  Thought I'd try K-9 because it looks cool but won't connect to Yahoo. Come on guys, simple wins the day. If folks can't easily connect they'll move on to something else. Most of us DO use a free email provider."
5.1,1,6,After using the app for sometime I have had to delete it. The app is not reliable at all. I constantly have draft emails that just delete and cannot be used once they are in the trash. The app seems to generate lots of duplicate emails as well. The other issue is that it is really just unreliable as a critical app.
5.1,1,0,"Even in 2016 I still hate K9 This is one of the worst most complicated user-unfriendly apps I've ever tried. I don't care how secure and powerful it is. It's a pain and I immediately uninstall it every time I try it. Play along with Google Apps, Gmail, and others and make it easier for people to set these up."
5.1,1,0,Terrible update-- I updated and tried to use. Terrible and slow. Hung up phone and tablet.  Had to uninstall and use backup of old to be able to keep using what once was a great email.  If does not change soon then maybe change or just keep using old version as is so good.
